CAST_MEMBER,TITLE_COUNT,AVG_RATING
Lorena Comparato,1,5.6
Millie Thorpe,1,6.428
Ashley Liao,4,6.8435
Grace Byers,3,6.333333333
Patti Lupone,3,4.6
Claudio Caiolo,1,6.1
Sonia Bonny,1,6.9
Min Jo-Ah,2,0
Thibault De Montalembert,7,7.214285714
Priyanshu Chatterjee,1,8
Matcha Mosimann,1,6
Tom Lipinski,2,5.65
Liam Pierron,1,6.9
Satoshi Uekiya,1,6.7
La La Anthony,3,5.7
Manu Intiraymi,3,5.766666667
Oscar Hoppe,1,5.5
Benjamin Sarpong-Broni,1,7.1
Nittha Jirayungyurn,2,3.4
Kristen Ariza,1,6.2
Townes Bunner,1,6.2
Caleb Mclaughlin,4,7.1245
Igor Gotesman,3,6.433333333
Zoë Renee,3,6.233333333
Memo Villegas,5,7.4544
Lu Lifeng,2,7.6
Paul Rust,3,6.523333333
Winslow Fegley,6,6.383333333
Augustus Prew,4,6.34125
Victoria Konefal,1,5.489
Patrick Pineau,1,6.9
Vassili Schneider,1,6.2
Ben Radcliffe,2,6.1
Lydia Page,2,7.1535
Becky Lindsay,1,6.9
Lê Giang,1,6.7
Kokoy De Santos,3,4.111
César Gaviria,1,8.2
Scott Bishop,1,6.4
Saif Ali Khan,7,5.9
Sadie Soverall,2,6.4
Samantha Coughlan,1,6.1
Saffron Burrows,3,6.5
Turlough Convery,2,6.5
Julio Peña,5,7.266
Robyn Nevin,2,6.212
Samir Guesmi,6,6.102333333
Lung Tien-Hsiang,1,9
François Civil,19,6.774105263
Leonardo Ortizgris,3,6.566666667
Paris Nicole,1,6.032
Ishan Shoukath,1,6.6
Matthew Francisco,5,4.54
Andrew Bachelor,9,6.012222222
Rik Aby,1,7.3
Tom Hopper,8,6.12475
Pritt Timothy,1,6.2
José Eduardo Derbez,5,5.68
Vithaya Pansringarm,5,5.9076
Aitana,2,6.8
Chris Johnson,2,7
Nadine Marshall,3,4.1
Marian Rivera,9,4.055555556
Martí Garcia Solé,1,10
Alan García,1,10
Saori Izawa,4,7.75
Sosuke Ikematsu,6,7.073333333
Michael Cherrie,1,6.9
Horace Mendoza,2,4.7
Gabriel Nuncio,2,6.45
Sissi Duparc,1,5.9
Mike Love,1,6.6
Mckenna Roberts,1,6.5
Jihane Almira,1,6.3
Gabriel Byrne,12,5.7725
Chalita Suansane,1,5
Josef Mlekuz,1,6.65
E.Khandmaa,1,0
Geoff Hogg,1,0
Josèa Stanford,1,0
Carlo Lacana,1,6
Madeleine Mcgraw,4,4.975
Matt Stopera,1,0
Adam Leeuwenhart,1,0
Selma Assala Bouzeriba,1,0
Joydip Chakraborty,1,0
Imani Lewis,4,5.30325
Vanessa Hessler,1,6.923
Zheng Hanyi,1,10
Karen Badalov,1,0
Jime,1,0
Peyton Jackson,1,0
Maria Racero,1,0
Akira Jackson,1,0
Didintle Khunou,1,0
Ali Shadman,1,0
Iqbaal Ramadhan,2,7.3
Nic Smal,1,10
Kevin Chu Kam-Yin,2,0
Neena Gupta,4,3.425
Mina Švajger,1,0
Michael Coulthard,1,0
Raquel Xu Dongdong,5,1.9
Claud Hernández,1,0
David Vaughn,1,0
Maayur Jittsingh,1,0
Lara Louise,1,0
Hal Dion,1,0
Revaldo,1,0
Vincenzo,1,0
Lauren Chanel,1,0
Hudson Oz,1,0
Anna Campbell,1,0
Julio Macias,1,0
Aamna Shariff,3,6.931
Pattranite Limpatiyakorn,2,8.7
Zhuang Miao,2,7.85
Ahmet Kürşat Öçalan,1,8.4
Hani Adel,5,5.26
Shawn Dou,11,6.663636364
Marcello Novaes,3,6.733333333
Tina De Bruin,1,7
Shashank Vyas,1,10
Enis Bešlagić,1,5.5
Bia Arantes,1,7.2
Power Chan Kwok-Pong,5,6
Song Min-Ho,4,8.15
Rebeka Nagy,1,7.3
Bingtian Wang,2,8.8
Wang Siyi,3,5.333333333
Gabriela Goldsmith,1,6.989
Callie Cooke,1,5.5
Yun Ji-On,4,7.904
Kong Qili,1,7.2
Dimitris Alexandris,1,7.5
Juan Carlos Olivas,1,7.5
Fan Yulin,2,0
Barış Falay,5,4.9954
Chasuke,1,4
Kyoko Saito,2,0
Kengo Kawanishi,10,6.7067
Fabrizio Pucci,2,8.05
Vitaliya Kornienko,2,7.4515
Liu Dongqin,4,6.475
Sun Zheyuan,1,0
Géraldine Zivic,2,6.75
Go Won-Hee,9,6.651555556
Serena Fang,3,2.2
Ritesh Rajan,5,5.6654
Liu Tao,19,4.616
Prue Leith,2,7.9
Alexander,1,0
Lari Halme,1,4.5
Jiang Yu Chen,1,6
Guo Jinglin,4,3.375
Kim Ji-Eun,6,7.826333333
Lucy Heavens,1,7.5
Wang Zhener,5,5.9862
Ruby,5,4.04
Michał Żurawski,2,5.95
Hind Abdulhaleem,1,6.5
Sibongile Mlambo,2,6.4365
Gardo Versoza,6,1.333333333
Lee Hoon,1,8
Hu Bing,5,3.02
Bryce Charles,1,8.1
Luka Modrić,1,8.5
Park Se-Wan,6,7.97
Chris Ying,1,6.7
Tao Huimin,5,4.2
Charlette Wasita Hermenau,1,0
Alex Nussbaum,1,6.8
Mark Rowley,2,7.728
Sergey Maksimov,1,0
Ola-Conny Wallgren,1,10
Constance Marie,2,7.6
Kardo Razzazi,3,6.239666667
İlker Ayrık,1,7.2
Liu Fengchao,2,4.75
Güven Kıraç,3,7.3
Nanami Hashimoto,2,8.2
Steve Cook,1,7.4
Alice Chan,5,4.6
Aleksey Koryakov,2,3.2
Moon Chae-Won,10,6.965
Cristián Campos,3,3.5
Soji Arai,1,7.9
Kelvin Yu,1,0
Tati Fernández,1,2
Stanislav Boklan,3,4.633333333
Sian Brooke,1,7.5
May Buntita Tanwiset,1,6
Nilperi Şahinkaya,7,7.657142857
Denise Laurel,5,1.2
Aaron Blommaert,1,0
Rani Van Damme,1,0
Ricardo Franco,1,7.2
Liu Di,1,7.5
Trevor Collins,1,0
V. S. Roopa Lakshmi,1,0
Lily Greenwald,1,0
Choi Ri,2,7.491
Anand Manmadhan,1,0
Divina Valencia,1,0
Rain Lee Choi-Wah,7,1.928571429
Patrick Mckenna,3,4.233333333
Edip Tepeli,2,8.2
Yin Long,1,8.4
Paul Iacono,2,5.8
Liu Xueyi,10,7.3211
Janella Salvador,3,4.133333333
Nicolás Montero,3,5.426
Eleni Ouzounidou,2,7
Seray Kaya,4,7.425
Priyanka Dhawale,1,0
Maya Voznesenskaya,2,5
Louisa Jacobson,1,7.824
Philippe Léger,1,0
Han Chae-A,6,5.418166667
Özge Törer,1,8
Jeremy Shada,7,8.003
Tavia Yeung,15,4.08
Adam Longworth,1,0
Ryohei Otani,5,7.21
Mimi Gamal,1,0
Mahmoud Abdel Aziz,2,3
Manjot Sumal,1,7
Wu Qi,1,0
Damya Gurley,1,7.243
Teodor Janson,1,0
Stefka Yanorova,1,4.3
Ahmed Falawkas,2,9.25
Ramiro Spangenberg,1,8.7
Zahidul Haque Apu,1,0
Lucía Gómez-Robledo,2,6.957
Alexandre Nguyen,3,5.5
Justin Willman,2,5.8
Darryl Stephens,2,5.3
Kevin Julio,4,2.075
Seo Ha-Jun,5,3.34
Zeina,2,8.45
Melissa Peterman,2,6.35
Kaolip,2,6.85
Shingo Katou,1,7.3
Christian Tafdrup,1,7.8
Kirsten Drysdale,1,3.3
Gao Ye,4,4.5
Şükran Ovalı,3,1.8
Angelo Donato Colombo,1,6.8
Flora Spencer-Longhurst,1,5.833
Carina Berg,1,0
Billy Crystal,9,6.401
Fandy Fan,2,6.9625
Pu Hsueh-Liang,2,3
Chris Nix,1,0
Zoe Levin,3,6.718333333
Thomas Norgreen Nielsen,1,7.5
Seo Jun-Young,5,4.36
Evgeniy Stychkin,5,7.1052
Yang Zihua,3,0
Zack Fox,1,0
Wu Yuhan,2,5.5
Noam Frank,1,0
Kento Kaku,6,7.3025
Albert Rudbeck Lindhardt,1,7.5
Ryoko Yonekura,4,5.5445
Baek Ji-Won,3,7.025333333
Sophie Hilbrand,1,0
Mehreen Raheel,2,9.75
Tim Renner,1,0
Xie Yunshan,1,9.2
秋瓷炫,1,6.7
Leticia Calderón,3,7.366666667
Mustafa Onur Akpınar,1,0
张潇恒,2,0
Amr Youssef,5,6.24
Wang Ke,3,0
Anna Starshenbaum,4,5
Niyas Backer,1,0
Salim Hassan,1,0
Uie,12,5.579416667
José Loreto,2,6.4
Haruna Mikawa,3,7.942
Mashiro Satou,1,0
Li Chun,6,5.926
Adrien Devyver,1,0
Allen Lee Haff,1,6.3
Sebastian Maniscalco,3,7.112
Mahidol Pibulsonggram,1,9.7
Koh Soo-Hee,3,8.059666667
Anna Mihailou,1,4
Jayme Matarazzo,4,7.0125
Taku Yashiro,19,7.125473684
Anand Rajaram,1,8.5
Crystal Hayslett,1,8.3
Francisco Dañobeitía,1,2
Nilüfer Açıkalın,1,7
Benjamín Vicuña,8,6.225
Giray Altınok,2,4.06
John Park,2,4
Tuğba Melis Türk,1,8.3
Liu Xiaoxiao,1,9
Erina Mano,6,5.769166667
Kim Jae-Kyung,3,8.035
David Remo,3,2.666666667
Wen Xiaoyi,4,8.5
Meredith Macneill,2,6.8
Li Qin,15,5.353333333
Khaled Sarhan,4,6.5875
Guylaine Guay,1,0
Kaya Okuno,2,8
Urvashi Dholakia,2,1.55
Joseph Shepherd,1,7.5
Wang Sisi,1,0
Chanidapa Pongsilpipat,3,5.333333333
Ai Moritaka,1,7.8
Fu Shouer,2,0
Choi Ji-Su,1,0
Paik Jong-Won,8,5.98925
Rick Zieff,3,4.7
David Villanueva,1,2
Magdalena Forsberg,1,9
Wan Meixi,3,5
Thikumporn Rittapinun,1,0
Su Wan,2,8.4
Ayra Mariano,1,0
Stanley Weber,7,6.254285714
Li Xinze,1,7.9
Masha Mashkova,2,7.399
Astrid Veillon,1,6.6
Zhu Jie,2,3.65
Maddy Brum,1,7.3
Cha In-Pyo,7,4.511857143
陈洦羽,1,0
Warut Chawalitrujiwong,1,8
Marie-Claude Savard,1,0
Bettina Redlich,1,0
Liu Peiqi,10,2.98
Nia Sharma,1,5.5
Remus Kam,2,0
Michaela Elkin,1,10
Ahsen Eroğlu,2,6.35
Thana Suttikamol,3,6
Mizuki Kayashima,2,6.1
Catarina Mago,1,4.6
Gökhan Mete,1,5
Yan Xuejing,5,0
Toru Nomaguchi,3,2.266666667
Erkan Kolçak Köstendil,3,7.633333333
Mayu Mineda,3,2.133333333
Jorge A. Jimenez,2,6.55
Sigurður Skúlason,1,6.7
Li Jiatong,1,5.1
Naomi Ackie,8,6.293125
Teunie De Brouwer,1,7.5
Lyon Daniels,2,6.65
Romi Park,14,6.846285714
Zahira Ben Ammar,1,0
Yan Xujia,1,7
Michalis Koutsogiannakis,2,7.3
Seo Ji-Seok,5,6.06
Elina Malama,1,10
Rasmus Marcussen,1,10
Michelle Hu,2,7.55
Samy Dana,1,5.5
Nelson Franklin,2,6.4
Nene Leakes,1,6.1
Mario Barth,1,6
Arjun Bijlani,3,5.131
Stana Katic,9,6.834777778
Antonio Cipriano,1,6.901
Sébastien Chassagne,5,6.7172
李正翔,1,9
Saeed Al Saleh,1,8
Aakriti Sharma,1,9.3
Юрий Устюгов,1,0
Terri Hoyos,1,6.553
Ne-Yo,2,7.85
Michał Piróg,2,6.5
Julianne Côté,2,6.5
Shay Rudolph,2,7.1
Trystan Pütter,3,7.024666667
Andrew Leeds,3,7.033333333
Hiam Abbass,3,6.7
Anzu Haruno,1,8.349
Johnny Scoville,1,6.7
Shravan Reddy,1,0
Crystal Xu,1,6
Fang Xiaoli,2,6.1
Yasuyuki Kase,4,6.65
Christine Lakin,4,4.925
Rogena,5,3.8
Angela Raiola,2,8.1
Nada Bassiouny,1,0
Bella Thorne,20,6.1207
Tanatat Phanviriyakool,1,8.667
Miguel Rodarte,4,6.9
Przemysław Stippa,2,3.5
Theresa Caputo,1,6.333
Alexandre Achdjian,1,0
Eda Elif Başlamışlı,1,0
Katrīna Blaua,1,10
Khaled Saqer,2,2.9
Yeom Hye-Ran,7,7.630428571
Bill Gates,3,6.586333333
Drew Tarver,3,6.533333333
Jakub Prachař,3,4.233333333
Matt Evans,4,0
Olga Naumenko,1,0
Alexis Gosselin,1,5.3
Christine Meltzer,2,6.75
Roderick Paulate,2,3
Simon Mcburney,7,7.081571429
Cláudio Lins,2,3
Jade Bergeron,1,0
Shin Hyun-Soo,3,6.753666667
Raymond Ho-Yin Wong,7,6.414285714
Elizabeth Yardley,1,7.7
Nicolas Ouellet,5,0
Ron Pardo,2,7.375
Adalberto Piotto,1,0
Kristen Udowitz,1,5.3
Saburo Tokito,4,7.57325
Liu Zhenyun,1,6
Luca Luhan,1,7.926
任巡,1,8
Apisit Opasaimlikit,1,0
Masaki Terasoma,3,7.233333333
Isabela Souza,2,6.75
Phuwin Tangsakyuen,1,8.5
Tom Avni,2,4.35
Yao Di,4,2.875
Clara Silvera,1,8
Jude Perry,1,6
Samantha Marie Ware,1,6.4
Kurt Metzger,2,7.95
Oscar Leung Lit-Wai,4,6.225
Mido Hamada,2,6.7
Kim Nam-Ju,3,6.155
Melissa Altro,2,7.45
Kouki Mizuta,2,6.45
Kou Maehara,1,7
Mirai Shida,8,7.495375
Roz Ryan,1,8.9
Leah Mei Gold,1,7.5
Asuna Tomari,3,7.824666667
Michel Moran,1,5
Rami Vered,1,10
Go Ara,8,6.275
Kong Lianshun,4,1.8
Thassapak Hsu,5,5.28
Alexandre Philip,2,3.3165
Zhao Yansong,1,7
Ji Chan,1,6.5
Claudia Melo,1,5.7
Abbie Vandivere,1,0
Pieter Roelofs,1,0
Santiago Segura,11,6.346818182
Sophie Rundle,5,7.62
Rurik Sallé,1,0
Powers Boothe,3,6.1
Letícia Colin,2,7.519
Özlem Conker,3,4.185333333
Cătălin Ștefan Ion,1,8.2
Cosmin Natanticu,1,8.2
Song Sang-Eun,1,8.1
Angela Elayne Gibbs,1,5.8
Choi Jong-Hoon,1,0
Jesse Tang,1,0
Nam Da-Reum,5,6.5408
Darshan Kumaar,4,6.75
Tasos Giannopoulos,1,8
Cake Nattavat Kaewbuasai,1,8
Ki Tae-Young,1,7.5
Karla Karenina,1,7
Jen Brown,1,6.9
Ellis Ann Jackson,1,7
Qays Sheikh Najib,3,2.333333333
Jang Da-A,1,8.216
Pyo Ye-Jin,4,7.0415
Yuuka Sugai,2,8.7
Ivan Oganesyan,1,7.483
Kardos Kira,1,8.7
Katerina Geronikolou,2,6.5
Bhavik C. Pankhania,1,7.6
Meghna Malik,1,0
Esra Ronabar,3,7.2
Park Min-Woo,4,7.15
Robert Bathurst,4,7.35
Zhang Duo,12,2.75
Louka Grenon,1,0.5
Ryo Katsuji,5,6.72
Pattaradet Sa-Nguankwamdee,1,5
Lee Do-Gyeom,1,6.7
Wachirawit Ruangwiwat,1,0
Yuri,1,8.8
Bert Haelvoet,1,6.222
Sofía Engberg,1,7.4
Jeremy Clarkson,2,8.218
Suraiya Sheikh,1,0
Nishant Pandey,1,3
William Jackson Harper,5,6.915
Kostas Apostolidis,2,0
Kaito Sakurai,5,5.98
Pierre Lescure,1,0
Arrington Foster,1,8.3
Yvonne Senat Jones,1,8.1
Pete Nelson,1,6.7
Natnicha Vorrakittikun,1,8.8
Alessandra Sublet,1,2.5
Rosanna Jean Foss,1,8.3
Nathan Janak,1,7.6
Li Mengmeng,1,8
Aleksei Shevchenkov,4,6.375
Edward Lee,2,4.207
Son Woo-Hyuk,2,2.6695
Dhanyabhorn Sondhikandha,1,0
Bassel Khayyat,7,3.928571429
Zalim Mirzoev,1,9.2
Veronika Khek Kubařová,1,6.5
Phairoj Jaising,1,0
Maho Tomita,1,5
Makisig Morales,1,7.3
Natalia Sánchez,2,6.15
Sarah Rafferty,2,7.039
Jeannine Vissac,1,6.769
Alisha Wainwright,3,7.133333333
Amy Goodmurphy,1,7.12
Gurdeep Kohli,2,3.65
Tana Ramsay,1,9
Rico Sasaki,3,7.166666667
Daniel Ibáñez,1,0
Shehzad Sheikh,1,8.6
Vaisakh Shankar,1,7.6
Wan Rebecca,1,6.5
Ning Wentong,4,3.625
Diether Ocampo,3,2
Thelma Aoyama,3,8.166666667
Diamond White,5,6.56
Mohammed Alsalem,1,0
Michel Van Dousselaere,1,5
Jermaine Dupri,1,6.9
Samy Gharbi,1,6.2
José Antonio Sayagués,1,5.3
Tom Novembre,1,10
Virginie Fortin,3,2.833333333
Ainosuke Kataoka,2,4.1075
Li Xiaoyi,1,0
Mitsu Anzu,1,7.8
Randa Jarrar,1,0
Jacqueline Arenal,1,0
Lee Chung-Ah,6,6.956
Axel Siefer,1,5.3
Vera Kolodzig,1,0
Tiana Gowen,1,6.681
Karine Gonthier-Hyndman,4,6.625
Teresa Daley,2,4
Engin Hepileri,2,6.35
Sherif Salama,6,5.933333333
Madison Bailey,3,6.757333333
Corey Hawkins,7,6.526142857
Julia Tedert Rambe,1,0
Marina Fedunkiv,1,7.9
Lee In-Sung,1,6
Ishaan Dhawan,1,2
Don Harvey,1,7.5
Sarah Nauta,1,7.5
Amal Dabbas,1,0
Paparwadee Chansamorn,1,0
Laudo Liebenberg,1,9
Yolanda Ramos,3,6.833333333
Danielle Moné Truitt,1,7.9
Matt Malloy,1,7.1
Liv Dobner,1,8.2
Jennifer Hoffman,3,6.6
Narumi Kaho,1,7.662
Lu Jianmin,1,9
Hiromi Tsuru,3,7.5
Ha Young,2,8.1445
Kiernan Shipka,8,6.44675
Martín Altomaro,5,7.4928
Elisa Lasowski,2,6.65
He Gang,5,3.9
Camille Razat,3,6.119
Şükrü Özyıldız,6,6.016666667
Thaddea Graham,2,7.022
Cody Veith,1,6.8
Zhang Jingyi,3,7.666666667
Vachiravit Paisarnkulwong,1,7.3
Hope Cassandra,1,5
Beruce Khan,1,0
André Silva,2,5
Sonija Kwok Sin-Nae,4,2.25
Hwang Bo-Ra,3,4.366666667
Cruze Mckinnon,1,7.4
Jimmy Doherty,1,7
Saadet Işıl Aksoy,2,7.05
Patina Miller,2,7.6245
James Justice,1,1
Marcus Bentley,1,5.8
Mitsuhiro Sakamaki,1,9
Vinny Guadagnino,1,7.2
Pleuni Touw,1,7
Peter Jacobson,2,6.7085
Chris Van Niekerk,1,9
Mitsuki Saiga,6,5.988333333
Chris Packham,1,7.2
Mahesh Balraj,1,10
Park Sung-Woong,17,7.012705882
Gakuto Kajiwara,8,7.184875
Jeong Jun-Hee,1,9.5
Olivia Dejonge,5,5.468
Hiroki Touchi,11,7.174181818
Claudia Hiersche,1,4.8
Karen Olivo,1,7.3
Jordan Bridges,2,6.8455
Yang Lixin,3,3
Adam Liaw,1,0
Anikha Surendran,2,6.35
Wasuthorn Chaijindar,2,7.9085
Josh Thomas,2,7.368
Ji Soo-Won,2,5.65
Stefanos Michail,1,0
Crystal Clarke,1,7.7
Alain Caron,1,0
Jay Hernandez,2,7.198
Quint Gabriel,2,3.2
Ryoko Fujino,1,6.9
Anna Ardova,2,5.8
Lee Ki-Woo,6,6.383333333
İbrahim Selim,3,7.3
Chen Tengyue,2,3
Beau Luijten,1,7
Hoa Thúy,1,0
Doğan Keser,1,0
Masao Kusakari,1,7.9
Lexi Sexton,1,7.5
Izabella Alvarez,2,7.35
Han Yoo-Ra,1,0
Sanya Lopez,8,5.482625
Nadol Lamprasert,1,8.8
Luke Roessler,1,7.249
Lale Başar,2,5.95
Santi Rodríguez,1,4.5
Ratthasart Korrasud,1,6
Grettell Valdéz,5,6.8656
Yao Qianyu,3,4.166666667
Oscar Morgan,1,7.102
David Chiang Da-Wei,5,2.5976
Otto Farrant,1,7.8
Brenock O'connor,2,6.85
Agustina Cherri,2,4.6
Jérémie Galan,1,6.976
Vicky Davis,1,5
Te Arahi Maipi,1,3
Li Dongheng,1,3.5
Bassem Samra,5,6.2358
Hidekazu Ichinose,1,8
Aniporn Chalermburanawong,1,0
Mahdy Reza,1,7
Valentina Acuña,1,2
Chad Lindberg,3,5.7
Alain Cauchi,1,5.3
Jeff Garlin,2,5.5515
Alexis Clagett,1,6.9
Claude Legault,3,7.133333333
Christopher Egan,2,6.801
Kathleen Barr,8,6.179875
Mary Rachel Quinn,1,6.3
Devanny Pinn,4,5.01725
Jon Landau,1,7.217
Emiliano Coltorti,1,7.3
Kenichi Matsuyama,10,6.3355
George Sampson,2,6.35
Sean Marquette,2,5.8055
David Hyde Pierce,2,6.85
Mario Guerra,1,7.2
Nick Reding,1,7.1
Aleksandr Golovin,1,6.4
Alex Draper,2,5.4
Tarek Elamir,1,7.6
Anatoly Blumei,1,7.3
Laura Tonke,1,4.65
Tom Conti,1,5.4
Christy Chung Lai-Tai,1,6.9
Emma Lahana,2,5.6
Escha Tanihatu,1,5
Bart Baggett,1,3
André Jacobs,3,7.1
Sebastian Bach,1,7.475
Mark Mitchinson,2,5.85
Amancaya Aguilar,1,6.1
Rashad Evans,1,3.908
Silvio Orlando,5,6.8768
Trevor Morgan,2,5.983
Muffy Bolding,1,3.6
Bridget Regan,3,5.733333333
Emilie De Ravin,4,4.85
Devid Striesow,3,6.366666667
Jamie-Lynn Sigler,4,5.6045
Dino Morea,1,5
Nattharinphon Phrommin,1,7
Miranda Colclasure,1,6.6
Bettina Zimmermann,3,7.1
Paige La Pierre,1,2.962
Dakota Goyo,3,6.415333333
Jan Cornet,2,7.2
Laramie Eppler,1,6.737
Julie Mccullough,1,4.5
Nolay Piho,2,7.7
Theo Stevenson,1,5.3
Houston Rhines,2,5.5665
Justin Gordon,2,5.2
Jorge Puerta,1,7.425
Marilyne Canto,2,6.2875
Adam Trese,1,5.4
Dean Waite,1,6.3
Elvis Polanski,1,7.2
Emily Head,1,6.2
Maria Schrader,3,7.033333333
David Haydn-Jones,5,6.8968
Robert Sapolsky,1,7.032
Lorenza Indovina,3,6.133333333
Richard Lopez,1,6.899
Keisha Castle-Hughes,3,4.587
Tae-Joo Na,1,5.2
Jake Blauvelt,1,7.8
Antonio Cornacchione,1,5.2
Eli Jane,1,3.1
Caroline Ducey,2,5.6
Marie Veckova,1,2.7
Alex Gulla,1,6.3
Erin Coker,2,4.95
Mandy Chen,1,6.5
Olivia Kang,1,6.5
Nader Boussandel,2,4.7335
Wang Danyi Li,1,5.5
Allen Altman,2,6.8
Amanda Phillips,1,5
Park Joong-Hoon,2,6.75
Camilla Arfwedson,1,5.4
Fran Drescher,3,4.833333333
Alyson Hannigan,4,6.28425
Mary Carey,1,5.6
Jack Gilpin,1,6.993
Greg Germann,3,5.573
Bostin Christopher,1,4.6
Holly Uloth,1,6.272
Massimo Corvo,1,5.7
Robert Emms,2,6.662
Jake Busey,5,4.919
Ryan O'nan,2,6.3
Jerzy Radziwiłowicz,2,7.0825
Chen Kun,10,6.4498
Alan Drake,1,5.677
Thilakan,1,7.5
Han Sa-Myeong,1,5
Nabil Saleh,1,6.6
Micaela Ramazzotti,7,6.312428571
Gerald Desmarattes,1,4.2
Mille Lehfeldt,2,6.35
Rune Tolsgaard,1,5.9
Shannon Leto,1,7.4
José Carlos Cuevas,1,5.3
Geoff Ward,1,2.4
Marius Jampolskis,1,5.9
Sun Korng,1,3.1
Al Doyle,1,6.9
Srikanth,3,6.215
Eric Mabius,2,6.4815
Will Brill,4,5.375
Hernán Bravo,1,5.8
Ricardo Alanis,1,5.8
Elsebeth Steentoft,1,6.9
Scott Peat,1,4.6
Danna García,3,7.533333333
Murilo Rosa,2,5.75
Larry Kramer,1,6.8
Margot Kidder,1,2.8
David Selby,2,7.8285
Michael Emerson,3,7.922
Hanno Koffler,2,6.2
Sebastian Roché,3,6.166666667
Russi Taylor,5,7.0626
Tereza Vítů,1,3.5
Vlad Ivanov,4,6
Emmy Rossum,4,6.7005
Masam Holden,1,6.7
Dominic Raacke,1,5.3
Masashi Nagadoi,1,4.7
Brian Lally,1,5.1
Koh Jia Ler,2,6.757
Meaghan Jette Martin,2,5.7
David Broughton-Davies,1,6.5
Yolanda Ramke,1,6.996
Beren Saat,5,7.16
Erin Pitt,1,5.2
Rainbow Sun Francks,2,5.7
Noah Dalton Danby,1,4.7
Andrea Cecci,1,6.9
Tanya Winsor,1,3.3
Klara Landrat,1,4.3
Eva Fritjofson,1,5.8
Hugh O'conor,1,5.8
Mike Zubi,1,5.5
Stefan Collier,1,7.344
Harry Dean Stanton,3,7.333333333
Marco Marzocca,1,5.976
Yu Oh-Seong,7,6.309428571
Noah Munck,3,6.936333333
Giuseppe Laurato,1,4.731
Cemal Hünal,1,4.7
Anoja Dias Bolt,1,5.105
Maiko Amano,1,6.263
April Jeanette Mendez,2,3.7
Daniel Spink,1,6.7
Jordana Brewster,12,6.318666667
Hutch Dano,2,5.416
Mariano Venancio,1,6.6
Frances Sternhagen,1,6.028
Noah Crawford,1,7
Roger Payano,1,4.6
Justin Cuomo,1,4
Nicole Perlman,1,6.8
Lawrence Hilton-Jacobs,1,4.7
Sarah Zaher,1,6.5
Jordan Long,2,6.35
Justus Schlingensiepen,3,6.146666667
Laurent Poitrenaux,2,5.952
Tim Curry,4,5.37575
Todd Bridges,2,6.8595
Anu Hasan,1,6.5
Nicolas Bridet,1,6
Steven O'donnell,1,5.481
Caroline Clements,1,5.712
Rolf Kanies,2,6.25
Natalie Martinez,9,6.465111111
Ivy George,1,5.3
Jenna Saras,1,5.7
Skye Lourie,1,5
Lothaire Bluteau,1,5.6
Michael Kopsa,2,5.75
Reid Warner,1,4.9
Paula Del Río,1,6.722
Aki Aleong,2,5.7595
Rodrigo Prieto,1,6.2
Kumiko Aso,4,5.09475
Cristina Velasco Lozano,1,6.2
Joseph Melendez,1,7.3
Cesar R. Suarez,1,7.4
Maiken Pius,2,7.25
Pierre Rabhi,1,7.792
Lou Cottin,1,5.82
Michael Chernus,7,5.442857143
Ross Britz,1,4.2
Raphael,1,5.275
Jonathan Rigby,1,6.6
Féodor Atkine,6,7.084166667
Christian Blanch,1,5.5
Barbara Pollard,1,6.1
Fatima Sana Shaikh,3,6.833333333
Da'vone Mcdonald,1,5.8
Brett Kelly,1,5.4
Jillian Michaels,1,7.2
Kay Greidanus,2,3.25
Yogendra Tiku,2,6.8
Tammy Blanchard,6,6.731
Julián Arango,2,6.1
Seren Hawkes,1,6.3
Tsukasa Aoi,1,3.7
Jesse D. Arrow,1,6.3
Thomas Coumans,4,6.775
Nathan Gamble,2,6.9
Harrison Houde,2,5.8
Gerald Crum,1,4.7
Arya Lee,1,3.333
Kento Nakajima,6,7.25
Lene Cecilia Sparrok,1,7.4
Léonie Souchaud,1,7.2
Sabine Timoteo,3,6.6
David Farrier,1,7.158
Khan Baykal,1,5.3
John Pirruccello,1,5.1
Marina Pasqua,1,4.9
Abbie Hirst,1,4.074
Óscar Ladoire,1,5.601
Lina Keller,1,6.1
Elise Gatien,2,5.9
Steven Wright,2,6.55
Robert Morse,1,5.4
Carrie Keagan,1,4.3
Tom Bennett,3,6.066666667
Marcus Rosner,4,6.275
Jamal Woolard,1,6.7
Yuzuki Akiyama,1,7.629
Vincent Zhao Wenzhuo,9,6.199111111
David Bradley,9,7.056
Sharon Crandall,1,6.5
Ayu Laksmi,1,6.6
Dominique Reymond,3,6.7
Andrew Kavadas,1,7
Algee Smith,3,6.958333333
Donald Lynch,1,6.9
Mallika Dua,1,7.3
Evanna Lynch,1,7.3
Ray Baker,1,6.972
Bryan Fogel,1,7.6
Ágústa Eva Erlendsdóttir,1,6.1
Heather Long,1,7.67
Laia Artigas,1,7.1
Tyler Ross,1,5.449
Yeva Kosheva,1,7.2
Citra Prima,1,5.629
Farah Merani,1,6
Deron Horton,4,6.15
Rachele Brooke Smith,2,6.8075
Charlie Sheen,7,4.871285714
Yoon Sang-Hee,1,5
Jim Arnott,1,7.4
Bianca Friscelli,1,6.1
Thandi Sebe,2,4.237
Owen Conway,1,4.6
César Farrait,1,7.4
Kriti Kharbanda,1,6.8
